Type,City,Bedrooms,Area,Price,Predicted_Price,Discount_pct
Chalet,North Coast,3.0,137.0,7000000,8657891.49352086,19.1
Apartment,Sheikh Zayed,3.0,205.0,2650000,3275913.7385026165,19.1
Apartment,New Hut - El Tagamoa,3.0,215.0,2000000,2473250.576191446,19.1
Apartment,Mostakbal City,3.0,147.0,122000,150780.53285315642,19.1
Apartment,Nakheel,2.0,110.0,270000,333495.26052098494,19.0
Apartment,New Hut - El Tagamoa,2.0,127.0,1421582,1755949.1339129633,19.0
Stand Alone Villa,New Hut - El Tagamoa,4.0,410.0,9700000,11976882.662463205,19.0
Stand Alone Villa,Rehab City,3.0,360.0,7000000,8638790.36162801,19.0
Stand Alone Villa,Sheikh Zayed,3.0,421.0,8000000,9876690.771014398,19.0
Chalet,North Coast,4.0,260.0,4600000,5677973.685649839,19.0
Apartment,New Hut - El Tagamoa,4.0,350.0,3600000,4444755.703778284,19.0
Apartment,6th of October,4.0,230.0,1650000,2036903.8606360445,19.0
Town House,6th of October,3.0,200.0,4100000,5062258.576341323,19.0
Studio,Nasr City,1.0,27.0,663000,818698.8777607587,19.0
Penthouse,Sheikh Zayed,4.0,390.0,2350000,2902801.7441541264,19.0
Twin House,Rehab City,4.0,462.0,7000000,8637006.111303117,19.0
Stand Alone Villa,New Hut - El Tagamoa,4.0,600.0,9000000,11110488.289294083,19.0
Stand Alone Villa,6th of October,5.0,680.0,5500000,6794260.833230801,19.0
Stand Alone Villa,6th of October,6.0,503.0,14884500,18381438.44532575,19.0
Apartment,New Capital City,3.0,199.0,420000,518497.1732598288,19.0
Chalet,North Coast,1.0,70.0,1700000,2098886.3420404634,19.0
Apartment,6th of October,3.0,280.0,2850000,3516517.113071509,19.0
Stand Alone Villa,New Hut - El Tagamoa,3.0,176.0,855000,1056107.1193869314,19.0
Apartment,New Hut - El Tagamoa,3.0,162.0,1860000,2293169.753947936,18.9
Stand Alone Villa,North Coast,3.0,225.0,900000,1109344.5556846624,18.9
Apartment,Glim,2.0,155.0,2100000,2588614.5552051812,18.9
Stand Alone Villa,New Hut - El Tagamoa,5.0,480.0,9640000,11889335.091547206,18.9
Stand Alone Villa,New Hut - El Tagamoa,5.0,480.0,9640000,11889335.091547206,18.9
Stand Alone Villa,Obour City,9.0,600.0,6499000,8009893.135715734,18.9
Duplex,New Hut - El Tagamoa,4.0,355.0,1952500,2407885.455005687,18.9
Duplex,New Hut - El Tagamoa,3.0,165.0,345000,425610.82891415304,18.9
Apartment,New Capital City,2.0,110.0,1769267,2181759.303693568,18.9
Apartment,6th of October,3.0,153.0,841500,1038031.8775273302,18.9
Stand Alone Villa,Madinaty,3.0,523.0,9000000,11092066.670793641,18.9
Town House,New Hut - El Tagamoa,3.0,348.0,10250000,12633967.182727825,18.9
Apartment,Madinaty,4.0,200.0,2800000,3451132.179217048,18.9
Apartment,New Hut - El Tagamoa,3.0,190.0,1600000,1972243.186613707,18.9
Apartment,Sheikh Zayed,4.0,231.0,3300000,4071299.0786812007,18.9
Apartment,New Hut - El Tagamoa,3.0,225.0,2450000,3019109.8426966025,18.9
Apartment,Moharam Bik,3.0,135.0,1350000,1664261.3071372535,18.9
Chalet,North Coast,3.0,129.0,2600000,3204482.236240923,18.9
Apartment,15 May City,3.0,90.0,175000,215767.78717119756,18.9
Apartment,Mansura,2.0,115.0,530000,653717.0234810652,18.9
Chalet,North Coast,1.0,50.0,990000,1220332.9276510475,18.9
Duplex,New Hut - El Tagamoa,3.0,235.0,3840000,4733526.301098481,18.9
Apartment,Kafr Abdo,3.0,200.0,2200000,2711883.905136743,18.9
Stand Alone Villa,Rehab City,5.0,516.0,9250000,11407188.1872397,18.9
Apartment,Badr City,2.0,73.0,200000,246690.52246291348,18.9
Apartment,Agami,2.0,75.0,150000,184661.14450741006,18.8
Penthouse,New Hut - El Tagamoa,3.0,336.0,2100000,2587693.3087094706,18.8
Apartment,New Hut - El Tagamoa,3.0,200.0,2700000,3326361.7568301307,18.8
Stand Alone Villa,Shorouk City,6.0,400.0,3350000,4127077.7182416767,18.8
Town House,New Hut - El Tagamoa,4.0,225.0,1384000,1703700.972488656,18.8
Apartment,6th of October,2.0,131.0,2548850,3140062.1199196293,18.8
Stand Alone Villa,New Hut - El Tagamoa,5.0,369.0,5687000,7005281.984872355,18.8
Twin House,Rehab City,3.0,260.0,5000000,6153883.765600443,18.8
Apartment,Obour City,3.0,225.0,1350000,1663059.2550559083,18.8
Chalet,Ain Sukhna,2.0,96.0,2700000,3324941.936406236,18.8
Apartment,Moharam Bik,3.0,120.0,1150000,1416368.1130813435,18.8
Apartment,New Hut - El Tagamoa,3.0,235.0,2500000,3079401.1911211372,18.8
Apartment,Shorouk City,4.0,220.0,1100000,1355087.8338727346,18.8
Town House,New Hut - El Tagamoa,5.0,340.0,6000000,7392231.297848528,18.8
Stand Alone Villa,Ain Sukhna,3.0,160.0,2000000,2461742.8767756224,18.8
Apartment,6th of October,3.0,220.0,1250000,1539612.4670976687,18.8
Town House,6th of October,3.0,170.0,7305000,8993910.578991724,18.8
Stand Alone Villa,Rehab City,4.0,450.0,8200000,10094646.866555784,18.8
Stand Alone Villa,6th of October,8.0,950.0,8900000,10955035.423063207,18.8
Apartment,New Hut - El Tagamoa,3.0,176.0,700000,862198.4866510342,18.8
Stand Alone Villa,Madinaty,6.0,700.0,10000000,12315921.647114923,18.8
Chalet,North Coast,3.0,127.0,490000,603544.7056125704,18.8
Chalet,Ain Sukhna,2.0,100.0,1000000,1231653.4555063017,18.8
Stand Alone Villa,New Hut - El Tagamoa,9.0,770.0,7500000,9233513.34242577,18.8
Stand Alone Villa,New Hut - El Tagamoa,5.0,360.0,7850000,9672885.26040981,18.8
Apartment,Shorouk City,2.0,82.0,400000,492615.4654182324,18.8
Apartment,New Hut - El Tagamoa,3.0,235.0,2500000,3079401.1911211372,18.8
Chalet,Ras al-Bar,3.0,90.0,727650,896293.5553540708,18.8
Stand Alone Villa,Sheikh Zayed,5.0,350.0,7300000,8994838.678484906,18.8
Apartment,New Hut - El Tagamoa,3.0,136.0,1164400,1432634.6315662626,18.7
Town House,Sheikh Zayed,5.0,230.0,3990000,4908829.571681314,18.7
Chalet,Ain Sukhna,3.0,150.0,2500000,3076443.213168385,18.7
Twin House,Sheikh Zayed,4.0,254.0,5000000,6149051.127907674,18.7
Apartment,Madinaty,3.0,124.0,1900000,2337010.9025266035,18.7
Duplex,New Hut - El Tagamoa,3.0,211.0,2000000,2459844.6494060187,18.7
Stand Alone Villa,Rehab City,5.0,790.0,21000000,25838959.67931728,18.7
Chalet,New Hut - El Tagamoa,2.0,120.0,1400000,1721047.3763596986,18.7
Chalet,North Coast,4.0,200.0,7687500,9456344.140380856,18.7
Stand Alone Villa,6th of October,,648.0,5650000,6945990.371339196,18.7
Apartment,New Hut - El Tagamoa,3.0,210.0,1600000,1967470.9994708167,18.7
Chalet,Ain Sukhna,3.0,120.0,970000,1193032.9726568297,18.7
Apartment,6th of October,3.0,150.0,950000,1169148.9140357794,18.7
Apartment,6th of October,2.0,96.0,640000,787480.4288777836,18.7
Apartment,Rehab City,2.0,96.0,1780000,2189924.9274903634,18.7
Apartment,Mit Ghamr,2.0,65.0,280000,344249.4956188969,18.7
Stand Alone Villa,North Coast,5.0,720.0,8800000,10824174.123786837,18.7
Apartment,Haram,2.0,118.0,650000,799036.3358645804,18.7
Apartment,Shorouk City,3.0,260.0,1600000,1967656.8735328943,18.7
Apartment,New Hut - El Tagamoa,3.0,130.0,1250000,1538083.1620002002,18.7
Apartment,Mansura,2.0,100.0,685000,842671.8544912097,18.7
Stand Alone Villa,Obour City,9.0,500.0,6650000,8174875.127100897,18.7
Twin House,Shorouk City,3.0,245.0,3800000,4672531.831502403,18.7
Stand Alone Villa,Sheikh Zayed,5.0,425.0,3000000,3690649.702428816,18.7
Chalet,North Coast,3.0,125.0,480000,590126.5697121617,18.7
Stand Alone Villa,Borg al-Arab,2.0,400.0,1500000,1845083.9000373501,18.7
Studio,North Coast,1.0,45.0,800000,984422.7911437288,18.7
Town House,Madinaty,3.0,220.0,3500000,4305174.890780384,18.7
Apartment,Sheikh Zayed,3.0,160.0,2200000,2706435.002612233,18.7
Chalet,North Coast,3.0,112.0,2700000,3316024.9680404114,18.6
Town House,Sheikh Zayed,4.0,251.0,5000000,6144481.982067408,18.6
Town House,North Coast,6.0,505.0,9600000,11796732.441900989,18.6
Apartment,Hurghada,2.0,75.0,500000,614198.0250853423,18.6
Apartment,6th of October,3.0,145.0,720000,884218.3817798378,18.6
Apartment,New Hut - El Tagamoa,3.0,211.0,2199711,2703474.6521316296,18.6
Apartment,Faisal,3.0,165.0,550000,675340.3441794746,18.6
Penthouse,New Hut - El Tagamoa,3.0,170.0,3150000,3869085.900426892,18.6
Chalet,Ain Sukhna,2.0,110.0,1650000,2026188.769292521,18.6
Twin House,New Hut - El Tagamoa,5.0,409.0,8000000,9831632.657637103,18.6
Chalet,North Coast,2.0,90.0,2390000,2936417.8637718903,18.6
Apartment,Mokattam,3.0,160.0,950000,1167230.391429711,18.6
Apartment,New Hut - El Tagamoa,2.0,140.0,1350000,1657618.0079282667,18.6
Apartment,Hadayek 6th of October,3.0,165.0,1200000,1473956.5239217042,18.6
Chalet,North Coast,3.0,112.0,2700000,3316024.9680404114,18.6
Apartment,6th of October,3.0,156.0,1150000,1412103.3029142986,18.6
Town House,6th of October,4.0,290.0,3350000,4116568.8485941077,18.6
Stand Alone Villa,Sheikh Zayed,6.0,800.0,12000000,14748107.58631205,18.6
Chalet,Ain Sukhna,2.0,110.0,1650000,2026188.769292521,18.6
Apartment,New Hut - El Tagamoa,3.0,197.0,500000,614605.2421193566,18.6
Stand Alone Villa,Hadayek 6th of October,4.0,280.0,1400000,1719319.314831459,18.6
Twin House,New Hut - El Tagamoa,4.0,311.0,6300000,7738478.492631204,18.6
Town House,Sheikh Zayed,4.0,243.0,5190000,6378684.55736817,18.6
Apartment,New Hut - El Tagamoa,2.0,127.0,838200,1028494.777192954,18.5
Apartment,New Hut - El Tagamoa,3.0,178.0,1415000,1736769.8688716874,18.5
Town House,Shorouk City,2.0,222.0,6200000,7607326.046110408,18.5
Duplex,North Coast,3.0,137.0,2800000,3437574.331584751,18.5
Stand Alone Villa,Borg al-Arab,4.0,900.0,2800000,3435152.7322440417,18.5
Twin House,Sheikh Zayed,5.0,305.0,5000000,6138534.655863351,18.5
Town House,Shorouk City,2.0,243.0,6375000,7825312.629737213,18.5
Duplex,North Coast,3.0,137.0,2800000,3437574.331584751,18.5
Apartment,New Hut - El Tagamoa,3.0,178.0,1415000,1736769.8688716874,18.5
Stand Alone Villa,Sheikh Zayed,5.0,285.0,3995000,4901939.758518928,18.5
Chalet,North Coast,1.0,67.0,1490000,1827615.5623099266,18.5
Apartment,New Hut - El Tagamoa,3.0,165.0,1300000,1594640.1624211494,18.5
Chalet,Ain Sukhna,2.0,100.0,800000,981892.579957574,18.5
Apartment,Zahraa Al Maadi,3.0,150.0,1050000,1288916.5502149642,18.5
Apartment,Alamein,4.0,309.0,1800000,2208360.18239274,18.5
Stand Alone Villa,New Hut - El Tagamoa,4.0,357.0,5500000,6747717.530208731,18.5
Apartment,New Hut - El Tagamoa,2.0,127.0,838200,1028494.777192954,18.5
Stand Alone Villa,Sheikh Zayed,4.0,345.0,6300000,7727867.158848417,18.5
Apartment,Zahraa Al Maadi,4.0,214.0,1750000,2146194.588627275,18.5
Chalet,North Coast,3.0,185.0,1000000,1227643.5213928153,18.5
Apartment,Haram,3.0,120.0,275000,337445.5993448999,18.5
Apartment,New Hut - El Tagamoa,3.0,190.0,448000,549654.461877368,18.5
Chalet,Ain Sukhna,2.0,120.0,600000,735337.1106425145,18.4
Duplex,Sheikh Zayed,3.0,245.0,4300000,5267257.690892774,18.4
Stand Alone Villa,New Hut - El Tagamoa,4.0,728.0,11500000,14090275.822970258,18.4
Stand Alone Villa,Sheikh Zayed,5.0,375.0,6500000,7963083.543962455,18.4
Apartment,New Hut - El Tagamoa,3.0,235.0,4044000,4954307.565328283,18.4
Chalet,North Coast,2.0,102.0,4000000,4902832.5603927,18.4
Chalet,North Coast,3.0,125.0,2600000,3186828.094042567,18.4
Twin House,North Coast,3.0,250.0,3000000,3674426.461697827,18.4
Chalet,North Coast,2.0,85.0,2400000,2941656.538444105,18.4
Stand Alone Villa,New Hut - El Tagamoa,5.0,434.0,9250000,11337620.190792544,18.4
Stand Alone Villa,Nasr City,3.0,193.0,700000,857786.4560821612,18.4
Apartment,Mokattam,3.0,124.0,1069547,1311315.2040888988,18.4
Stand Alone Villa,Nasr City,3.0,193.0,700000,857786.4560821612,18.4
Apartment,New Hut - El Tagamoa,3.0,500.0,2900000,3552896.851331325,18.4
Apartment,Mokattam,3.0,124.0,1069547,1311315.2040888988,18.4
Apartment,Madinaty,3.0,245.0,3570000,4374139.261732955,18.4
Apartment,Mokattam,3.0,124.0,1069547,1311315.2040888988,18.4
Twin House,Madinaty,3.0,200.0,2050000,2509985.9974456537,18.3
Town House,New Hut - El Tagamoa,4.0,176.0,1250000,1530721.9193099714,18.3
Twin House,New Hut - El Tagamoa,4.0,310.0,6500000,7954892.076390341,18.3
Apartment,Nakheel,2.0,85.0,200000,244822.20486995933,18.3
Town House,6th of October,4.0,300.0,4200000,5142864.720479112,18.3
Apartment,Rehab City,3.0,108.0,1650000,2019010.8904295375,18.3
Twin House,Ain Sukhna,3.0,200.0,800000,978959.1977428953,18.3
Stand Alone Villa,New Capital City,5.0,850.0,7500000,9184296.49400115,18.3
Apartment,Madinaty,2.0,78.0,800000,978895.7436468897,18.3
Twin House,6th of October,5.0,288.0,3150000,3855069.2761785462,18.3
Chalet,Ain Sukhna,2.0,136.0,1700000,2080382.3128924558,18.3
Apartment,Rehab City,3.0,171.0,2500000,3060707.769771773,18.3
Stand Alone Villa,Madinaty,4.0,750.0,12000000,14685384.454695078,18.3
Twin House,Shorouk City,2.0,231.0,6450000,7894093.285409903,18.3
Apartment,Ismailia City,3.0,100.0,550000,673429.3332750981,18.3
Chalet,North Coast,3.0,120.0,1300000,1590561.1254512363,18.3
Stand Alone Villa,Borg al-Arab,5.0,550.0,2300000,2815801.2469749134,18.3
Chalet,North Coast,2.0,85.0,1105000,1350757.4550915468,18.2
Stand Alone Villa,New Hut - El Tagamoa,4.0,388.0,2400000,2935770.1580076623,18.2
Stand Alone Villa,Sheikh Zayed,10.0,650.0,8500000,10390091.420131618,18.2
Chalet,Ain Sukhna,3.0,120.0,614000,750785.6832358985,18.2
Apartment,10th of Ramadan,3.0,135.0,500000,611099.815834548,18.2
Town House,New Hut - El Tagamoa,4.0,260.0,3800000,4646282.669670618,18.2
Chalet,North Coast,2.0,85.0,1105000,1350757.4550915468,18.2
Stand Alone Villa,New Hut - El Tagamoa,6.0,800.0,21000000,25663192.280690618,18.2
Stand Alone Villa,New Hut - El Tagamoa,4.0,680.0,13500000,16501232.09297534,18.2
Apartment,Obour City,3.0,170.0,470000,574250.6662414669,18.2
Apartment,New Hut - El Tagamoa,3.0,186.0,1395000,1704784.200860131,18.2
Twin House,Sheikh Zayed,4.0,281.0,1900000,2321547.0921930685,18.2
Chalet,North Coast,2.0,85.0,1105000,1350757.4550915468,18.2
Stand Alone Villa,New Hut - El Tagamoa,4.0,680.0,13500000,16501232.09297534,18.2
Duplex,Sheikh Zayed,3.0,190.0,3300000,4032157.1425074027,18.2
Apartment,New Hut - El Tagamoa,3.0,188.0,1569000,1917556.5403660352,18.2
Stand Alone Villa,6th of October,5.0,378.0,4200000,5133916.206422756,18.2
Chalet,North Coast,2.0,85.0,1105000,1350757.4550915468,18.2
Chalet,North Coast,2.0,95.0,250000,305466.7045098875,18.2
Chalet,North Coast,2.0,110.0,2700000,3302484.9026924935,18.2
Apartment,New Hut - El Tagamoa,1.0,111.0,1900000,2318890.947657817,18.1
Duplex,6th of October,3.0,235.0,3886383,4746008.333662015,18.1
Apartment,Obour City,3.0,140.0,850000,1037707.6574454142,18.1
Stand Alone Villa,New Hut - El Tagamoa,4.0,426.0,14500000,17710013.951784544,18.1
Apartment,Shorouk City,3.0,163.0,970669,1185611.6121582354,18.1
Apartment,Maadi,4.0,155.0,1250000,1526814.0871309408,18.1
Apartment,New Hut - El Tagamoa,4.0,200.0,2450000,2992211.3583505973,18.1
Twin House,North Coast,6.0,500.0,7000000,8546484.241384447,18.1
Duplex,Rehab City,6.0,360.0,5700000,6962096.436991441,18.1
Stand Alone Villa,Rehab City,3.0,410.0,8500000,10373839.315026645,18.1
Apartment,Miami,2.0,80.0,450000,549763.870000805,18.1
Twin House,North Coast,5.0,300.0,6500000,7935106.896827656,18.1
Chalet,Ain Sukhna,1.0,60.0,895000,1093325.9088259875,18.1
Town House,New Hut - El Tagamoa,5.0,400.0,10000000,12213006.273638817,18.1
Apartment,Hadayek al-Ahram,3.0,230.0,1150000,1404468.4027394573,18.1
Twin House,Rehab City,4.0,226.0,4850000,5920827.758285412,18.1
Apartment,Sheikh Zayed,3.0,225.0,1450000,1770890.8043524125,18.1
Chalet,Ain Sukhna,2.0,100.0,1000000,1221203.7320578098,18.1
Apartment,Shorouk City,3.0,148.0,320000,390878.51971621276,18.1
Apartment,New Hut - El Tagamoa,3.0,175.0,1200000,1465249.1578872036,18.1
Stand Alone Villa,6th of October,4.0,243.0,4800000,5862659.608359582,18.1
Apartment,New Capital City,3.0,160.0,1532160,1870493.6663962977,18.1
Apartment,Ain Shams,3.0,110.0,450000,549493.5277496513,18.1
Twin House,New Hut - El Tagamoa,4.0,244.0,850000,1037960.632724264,18.1
Chalet,Ain Sukhna,2.0,100.0,700000,853632.270095873,18.0
Stand Alone Villa,Shorouk City,,648.0,5000000,6094579.157931107,18.0
Town House,Madinaty,3.0,231.0,5100000,6219594.481471342,18.0
Stand Alone Villa,New Hut - El Tagamoa,6.0,530.0,10500000,12805131.490494283,18.0
Town House,Sheikh Zayed,4.0,200.0,3500000,4270002.381431698,18.0
Stand Alone Villa,New Hut - El Tagamoa,6.0,705.0,13000000,15855885.795590566,18.0
Town House,Sheikh Zayed,4.0,200.0,3500000,4270002.381431698,18.0
Town House,North Coast,6.0,503.0,7500000,9144882.528222078,18.0
Chalet,Nakheel,2.0,130.0,280000,341629.3171325887,18.0
Chalet,Alamein,4.0,194.0,530000,646236.6080392065,18.0
Apartment,Mokattam,3.0,101.3,853489,1041178.2204631167,18.0
Apartment,Smoha,3.0,240.0,2650000,3233167.2271974343,18.0
Apartment,Nakheel,3.0,120.0,330000,402360.76341336145,18.0
Apartment,Smoha,3.0,155.0,1250000,1524248.6784340946,18.0
Chalet,North Coast,3.0,123.0,306000,372981.8355889708,18.0
Stand Alone Villa,6th of October,3.0,336.0,3300000,4025814.412625417,18.0
Apartment,New Hut - El Tagamoa,3.0,175.0,2050000,2501173.628530991,18.0
Twin House,Sheikh Zayed,5.0,320.0,5250000,6403711.335957049,18.0
Twin House,New Hut - El Tagamoa,3.0,311.0,7700000,9388929.156392422,18.0
Chalet,Alamein,3.0,136.0,770000,938678.871824852,18.0
Chalet,Alamein,3.0,136.0,770000,938678.871824852,18.0
Town House,Sharm al-Sheikh,4.0,270.0,5250000,6401213.097361934,18.0
Apartment,Obour City,3.0,180.0,880000,1072781.0159708601,18.0
Apartment,Obour City,3.0,180.0,1100000,1341286.094681831,18.0
Apartment,Nasr City,3.0,110.0,1210000,1476492.509057612,18.0
Apartment,Sheikh Zayed,2.0,90.0,1575000,1921211.826734453,18.0
Chalet,Ain Sukhna,2.0,109.0,485000,591638.5645511824,18.0
Apartment,Abu Qir,2.0,70.0,160000,195124.23420844504,18.0
Apartment,Sheikh Zayed,3.0,130.0,1500000,1826692.0847747193,17.9
Apartment,New Hut - El Tagamoa,3.0,184.0,2576000,3137762.9172474737,17.9
Twin House,Sheikh Zayed,5.0,300.0,5300000,6451612.911704329,17.9
Stand Alone Villa,New Hut - El Tagamoa,4.0,450.0,7700000,9382496.79155167,17.9
Chalet,North Coast,4.0,152.0,7500000,9130778.224463629,17.9
Twin House,6th of October,4.0,600.0,4100000,4992628.140347602,17.9
Town House,Sheikh Zayed,4.0,250.0,3100000,3777106.946228665,17.9
Apartment,6th of October,3.0,120.0,1970000,2399270.271043897,17.9
Apartment,6th of October,3.0,170.0,950000,1157613.1210682925,17.9
Apartment,Madinaty,2.0,78.0,800000,973983.7142896228,17.9
Town House,New Heliopolis,4.0,317.0,2740000,3337633.66016817,17.9
Duplex,New Hut - El Tagamoa,5.0,560.0,2150000,2617580.2295952314,17.9
Duplex,Sheikh Zayed,4.0,370.0,1960000,2388671.521006708,17.9
Chalet,Ain Sukhna,2.0,100.0,700000,852391.4701624303,17.9
Chalet,North Coast,3.0,111.0,650000,792044.0704979029,17.9
Twin House,Alamein,3.0,102.0,3250000,3956577.8809045516,17.9
Apartment,Faisal,3.0,130.0,450000,548258.9678604266,17.9
Stand Alone Villa,Rehab City,4.0,530.0,9000000,10967975.857194742,17.9
Duplex,Ain Sukhna,4.0,185.0,2500000,3044327.011124015,17.9
Apartment,Nasr City,3.0,225.0,1950000,2375459.7923140842,17.9
Chalet,Ain Sukhna,2.0,70.0,750000,913393.595788357,17.9
Penthouse,North Coast,3.0,194.0,8000000,9741097.390472991,17.9
Apartment,Mostakbal City,3.0,180.0,1800000,2191930.6620653737,17.9
Apartment,New Hut - El Tagamoa,3.0,174.0,1566000,1908394.2654455565,17.9
Stand Alone Villa,Sheikh Zayed,4.0,600.0,6400000,7788890.814425423,17.8
Stand Alone Villa,Borg al-Arab,5.0,600.0,5000000,6082341.781713653,17.8
Chalet,Alamein,1.0,54.0,942933,1147011.9170686223,17.8
Town House,Sheikh Zayed,5.0,230.0,4000000,4866183.9832031,17.8
Chalet,Alamein,1.0,70.0,1380000,1679433.8801415057,17.8
Stand Alone Villa,Rehab City,4.0,600.0,11000000,13380142.95673886,17.8
Apartment,Nakheel,2.0,110.0,255000,310213.5743893017,17.8
Penthouse,North Coast,2.0,70.0,845000,1027467.5695740432,17.8
Town House,6th of October,5.0,300.0,4200000,5111991.382080045,17.8
Stand Alone Villa,Madinaty,3.0,780.0,11200000,13627786.794904998,17.8
Apartment,Sheikh Zayed,3.0,120.0,2265000,2755018.814608096,17.8
Apartment,New Hut - El Tagamoa,4.0,285.0,5435000,6608005.463094465,17.8
Twin House,North Coast,4.0,280.0,6500000,7906379.730479045,17.8
Penthouse,Sheikh Zayed,3.0,190.0,5670000,6898660.636359326,17.8
Apartment,New Hut - El Tagamoa,3.0,135.0,1350000,1641749.0452367559,17.8
Twin House,New Hut - El Tagamoa,4.0,516.0,8500000,10342582.159317467,17.8
Stand Alone Villa,North Coast,3.0,325.0,5800000,7059563.9920382425,17.8
Stand Alone Villa,New Hut - El Tagamoa,6.0,780.0,15600000,18974954.778192785,17.8
Chalet,North Coast,3.0,240.0,5150000,6262130.559604264,17.8
Apartment,Shorouk City,2.0,167.0,1100000,1338861.3072869391,17.8
Apartment,Zawya al-Hamra,3.0,110.0,610000,742147.3573862666,17.8
Town House,Rehab City,3.0,239.0,5300000,6447636.516064813,17.8
Apartment,6th of October,3.0,175.0,1225000,1490308.6258217199,17.8
Chalet,Alamein,2.0,120.0,1300000,1580157.9451371185,17.7
Twin House,New Hut - El Tagamoa,3.0,391.0,2418750,2939283.9943175856,17.7
Stand Alone Villa,New Hut - El Tagamoa,3.0,850.0,13000000,15804195.22406375,17.7
Stand Alone Villa,New Hut - El Tagamoa,5.0,492.0,9500000,11546620.04865222,17.7
Stand Alone Villa,Obour City,7.0,260.0,4000000,4857981.507163653,17.7
Stand Alone Villa,New Hut - El Tagamoa,5.0,480.0,9640000,11710417.7345398,17.7
Chalet,North Coast,2.0,70.0,800000,971995.7981446723,17.7
Apartment,Nakheel,3.0,130.0,440000,534724.8115044852,17.7
Apartment,New Hut - El Tagamoa,4.0,200.0,1300000,1579179.5536990985,17.7
Apartment,6th of October,3.0,150.0,825000,1002956.608112653,17.7
Chalet,Ain Sukhna,3.0,120.0,550000,668638.7413079919,17.7
Chalet,Ain Sukhna,1.0,60.0,947250,1150724.6837819745,17.7
Chalet,North Coast,3.0,120.0,340000,413206.39948665607,17.7
Twin House,Ain Sukhna,3.0,140.0,4000000,4862824.3635859955,17.7
Apartment,6th of October,3.0,130.0,1250000,1518280.0869234612,17.7
Town House,North Coast,3.0,156.0,4100000,4982047.480213635,17.7
Apartment,Miami,3.0,130.0,611000,742745.769335271,17.7
Chalet,North Coast,2.0,92.0,2622000,3185952.8503329763,17.7
Town House,Asyut City,4.0,247.0,3200000,3889111.697847163,17.7
Twin House,New Hut - El Tagamoa,3.0,365.0,12300000,14945660.81755273,17.7
Duplex,New Hut - El Tagamoa,3.0,203.0,2015000,2448612.971177882,17.7
Stand Alone Villa,New Hut - El Tagamoa,4.0,300.0,6500000,7893522.118127893,17.7
Apartment,New Hut - El Tagamoa,3.0,650.0,2000000,2428810.917638806,17.7
Twin House,6th of October,4.0,256.0,2900000,3525509.8760334547,17.7
Apartment,Badr City,3.0,90.0,180000,218597.3016789864,17.7
Stand Alone Villa,Rehab City,4.0,570.0,13000000,15794069.76941383,17.7
Apartment,New Hut - El Tagamoa,3.0,275.0,1925000,2336922.724644968,17.6
Apartment,New Capital City,3.0,188.0,360000,437022.1911690978,17.6
Apartment,Sheikh Zayed,3.0,130.0,1300000,1577408.472142612,17.6
Chalet,North Coast,1.0,92.0,3286206,3986478.63499475,17.6
Twin House,Shorouk City,4.0,268.0,6380000,7746459.684087795,17.6
Apartment,Madinaty,2.0,96.0,1850000,2244481.4729728396,17.6
Penthouse,North Coast,5.0,185.0,1900000,2304704.210817692,17.6
Chalet,Ras Sedr,2.0,90.0,970000,1176703.40005852,17.6
Chalet,Agami,2.0,70.0,300000,363945.6106749526,17.6
Stand Alone Villa,Shorouk City,6.0,742.0,4600000,5581092.657266152,17.6
Chalet,Ain Sukhna,2.0,100.0,999000,1212933.1542216106,17.6
Stand Alone Villa,New Hut - El Tagamoa,4.0,327.0,1500000,1820841.1343159315,17.6
Stand Alone Villa,Shorouk City,5.0,425.0,4000000,4853948.938417027,17.6
Town House,Stanley,2.0,102.0,1900000,2305910.7872808757,17.6
Apartment,New Heliopolis,2.0,102.0,633500,768687.3592240494,17.6
Apartment,New Hut - El Tagamoa,3.0,154.0,320000,388408.9335947819,17.6
Chalet,North Coast,3.0,700.0,3000000,3642863.783322759,17.6
Apartment,Nasr City,3.0,185.0,1400000,1698965.6749984147,17.6
Chalet,North Coast,3.0,115.0,400000,485704.0215047702,17.6
Apartment,Shatby,3.0,167.0,2505000,3039282.025199277,17.6
Twin House,Madinaty,4.0,310.0,8700000,10561496.424508715,17.6
Stand Alone Villa,Madinaty,5.0,174.0,400000,485521.08249308687,17.6
Apartment,New Hut - El Tagamoa,3.0,160.0,330000,400406.1549682806,17.6
Duplex,Shorouk City,3.0,360.0,1400000,1699047.7249592305,17.6
Town House,Mokattam,3.0,296.0,11750000,14254807.955434717,17.6
Town House,New Hut - El Tagamoa,4.0,208.0,650000,788696.2729053748,17.6
Twin House,North Coast,4.0,369.0,14000000,16992804.036549702,17.6
Chalet,North Coast,2.0,100.0,400000,484870.4061907494,17.5
Stand Alone Villa,Sheikh Zayed,3.0,223.0,4758000,5764306.143204129,17.5
Town House,New Hut - El Tagamoa,4.0,193.0,785000,951376.7290284216,17.5
Apartment,New Hut - El Tagamoa,3.0,210.0,1600000,1940177.3257950142,17.5
Apartment,Seyouf,3.0,155.0,1400000,1697747.8246299028,17.5
Stand Alone Villa,New Hut - El Tagamoa,4.0,174.0,2900000,3515935.2000602377,17.5
Duplex,Shorouk City,3.0,289.0,1430000,1732924.0629420932,17.5
Apartment,Hadayek al-Ahram,2.0,115.0,520000,630408.7696498362,17.5
